5beaa416469e56221fabb603,2,1,1,3,3,1,2,4,1,3,4,4,1,1,1,2,1,3,2,1,1
5beaa453d28a8922342f6d9a,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4
5bf19d04bb8c510e45312370,2,1,3,1,3,2,1,3,2,3,3,3,2,2,2,3,4,2,1,4,3
5beaa374dac04621e76a98b7,2,1,1,1,2,4,1,2,2,2,4,3,2,4,1,1,2,4,1,3,1
5bf19d1975e99e0e4f229c65,2,2,3,3,2,3,2,2,1,4,2,2,4,3,1,3,4,4,1,1,4
5beaa38cd63b4b21f5bf4975,4,2,1,3,2,1,2,4,3,1,3,3,1,1,2,1,2,3,3,1,1
5beaa3bbc53378220e77cf8c,4,3,2,2,2,1,2,3,4,4,4,4,3,2,3,1,1,3,4,3,1
5beaa3868f889721f0914683,4,3,2,3,3,1,4,2,4,3,4,4,4,3,4,2,3,4,4,4,3
5beaa37e04c09121ec7aeeab,4,3,4,3,4,4,4,4,3,4,2,4,4,3,3,2,4,4,4,4,4
